id	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
MGYG000000901	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000901.xml.gz	352152	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	
MGYG000000902	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000902.xml.gz	1506	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000000914	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000914.xml.gz	2764326	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
MGYG000000915	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000915.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000000918	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000918.xml.gz	286133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	
MGYG000000927	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000927.xml.gz	512296	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	
MGYG000000936	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000936.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000003041	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003041.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000941	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000941.xml.gz	59823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000000944	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000944.xml.gz	1929886	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000000959	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000959.xml.gz	165186	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000000968	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000968.xml.gz	159268	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
MGYG000000969	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000969.xml.gz	165185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000977	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000977.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000000979	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000979.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000980	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000980.xml.gz	655657	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Cryptobacterium	
MGYG000000985	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000985.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000988	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000988.xml.gz	1229621	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes rhamnosivorans
MGYG000000990	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000990.xml.gz	765821	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	
MGYG000000993	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000993.xml.gz	1739522	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
MGYG000000994	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000994.xml.gz	278064	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	
MGYG000000995	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000995.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000996	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000996.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001001	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001001.xml.gz	159272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000001002	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001002.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001003	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001003.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001008	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001008.xml.gz	747375	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	
MGYG000001010	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001010.xml.gz	159268	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
MGYG000001012	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001012.xml.gz	159274	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
MGYG000001019	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001019.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001021	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001021.xml.gz	41978	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000001022	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001022.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001026	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001026.xml.gz	293422	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001034	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001034.xml.gz	159272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000001044	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001044.xml.gz	218934	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
MGYG000001056	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001056.xml.gz	159272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000001057	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001057.xml.gz	1262778	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001059	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001059.xml.gz	159274	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
MGYG000001060	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001060.xml.gz	278064	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	
MGYG000001062	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001062.xml.gz	293422	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001063	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001063.xml.gz	904190	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Robinsoniella	
MGYG000001065	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001065.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001066.1	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001066.1.xml.gz	2490952	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
MGYG000001068	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001068.xml.gz	1306	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG000001072	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001072.xml.gz	286138	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	
MGYG000001073	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001073.xml.gz	159267	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
MGYG000001076	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001076.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001088	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001088.xml.gz	1739254	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
MGYG000001089	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001089.xml.gz	1506	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001090	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001090.xml.gz	293422	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001092	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001092.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000002763	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002763.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001093	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001093.xml.gz	428988	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium lindanitolerans
MGYG000001094	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001094.xml.gz	171719	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	
MGYG000001095	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001095.xml.gz	373672	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium gambrini
MGYG000001096	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001096.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001097	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001097.xml.gz	59823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000001100	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001100.xml.gz	1629	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella viridescens
MGYG000001115	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001115.xml.gz	1193532	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Butyricicoccus	
MGYG000001117	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001117.xml.gz	512296	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	
MGYG000001120	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001120.xml.gz	2049021	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Butyricicoccus	
MGYG000001122	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001122.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001130	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001130.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001131	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001131.xml.gz	159272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000001141	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001141.xml.gz	1262944	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	
MGYG000001148	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001148.xml.gz	856	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
MGYG000001149	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001149.xml.gz	159267	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
MGYG000001151	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001151.xml.gz	1637499	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000001152	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001152.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001153	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001153.xml.gz	293422	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001154	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001154.xml.gz	1262874	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001158	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001158.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001173	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001173.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001159	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001159.xml.gz	1437600	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pullorum
MGYG000001160	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001160.xml.gz	165185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000001161	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001161.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001163	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001163.xml.gz	293422	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001164	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001164.xml.gz	1262928	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
MGYG000001167	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001167.xml.gz	293422	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001168	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001168.xml.gz	1897000	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
MGYG000001172	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001172.xml.gz	861452	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
MGYG000001176	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001176.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001179	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001179.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001180	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001180.xml.gz	2558278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	
MGYG000001188	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001188.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001227	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001227.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000002690	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002690.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001200	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001200.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001202	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001202.xml.gz	165186	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000001203	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001203.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001208	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001208.xml.gz	1139219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dispar
MGYG000001209	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001209.xml.gz	596327	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
MGYG000001211	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001211.xml.gz	159274	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
MGYG000001215	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001215.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001224	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001224.xml.gz	765821	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	
MGYG000001230	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001230.xml.gz	142586	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000001232	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001232.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001234	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001234.xml.gz	1262	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	
MGYG000001236	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001236.xml.gz	1262851	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000001246	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001246.xml.gz	1506	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001247	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001247.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000001248	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001248.xml.gz	278064	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	
MGYG000001255	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001255.xml.gz	1971605	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	
MGYG000001258	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001258.xml.gz	316088	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	
MGYG000001259	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001259.xml.gz	1500547	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	
MGYG000001261	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001261.xml.gz	158749	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
MGYG000001263	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001263.xml.gz	1872122	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	
MGYG000001269	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001269.xml.gz	553201	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa
MGYG000001273	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001273.xml.gz	29317	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	
MGYG000001279	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001279.xml.gz	47880	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fulva
MGYG000001283	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001283.xml.gz	857290	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia wiggsiae
MGYG000001288	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001288.xml.gz	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG000003188	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003188.xml.gz	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG000003902	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003902.xml.gz	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG000001291	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001291.xml.gz	334413	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
MGYG000001292	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001292.xml.gz	1682	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
MGYG000001294	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001294.xml.gz	487175	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis
MGYG000001296	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001296.xml.gz	1254	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici
MGYG000001297	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001297.xml.gz	195	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli
MGYG000001298	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001298.xml.gz	1641	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi
MGYG000001300	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001300.xml.gz	853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG000001301	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001301.xml.gz	33033	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
MGYG000001302.1	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001302.1.xml.gz	28117	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis
MGYG000001303	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001303.xml.gz	29347	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens
MGYG000001305	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001305.xml.gz	214853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis
MGYG000001307	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001307.xml.gz	588	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii
MGYG000001308	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001308.xml.gz	2698804	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG000001309	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001309.xml.gz	1491	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
MGYG000001313	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001313.xml.gz	28111	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
MGYG000001315	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001315.xml.gz	410072	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus comes
MGYG000001316	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001316.xml.gz	52226	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida
MGYG000001317	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001317.xml.gz	500640	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae
MGYG000001318	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001318.xml.gz	69218	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus
