id	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
MGYG000000257	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000257.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000802	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000802.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000258	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000258.xml.gz	40518	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bromii
MGYG000000265	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000265.xml.gz	291645	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii
MGYG000000272	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000272.xml.gz	2518605	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella hominis
MGYG000000277	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000277.xml.gz	511691	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
MGYG000000284	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000284.xml.gz	328812	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii
MGYG000000288	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000288.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000878	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000878.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000002755	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002755.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000003037	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003037.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000003043	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003043.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000003052	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003052.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000289	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000289.xml.gz	28126	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccae
MGYG000000296	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000296.xml.gz	596329	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius
MGYG000000303	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000303.xml.gz	184870	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum cambriense
MGYG000000322	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000322.xml.gz	28118	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus
MGYG000000326	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000326.xml.gz	396015	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia terrae
MGYG000000330	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000330.xml.gz	1423784	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus parabuchneri
MGYG000000337	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000337.xml.gz	582	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii
MGYG000000470	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000470.xml.gz	52584	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
MGYG000000502	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000502.xml.gz	29522	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira aalborgi
MGYG000000513	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000513.xml.gz	215	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter fennelliae
MGYG000000554	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000554.xml.gz	983328	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
MGYG000000558	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000558.xml.gz	159836	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hominis
MGYG000000571	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000571.xml.gz	131111	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia turicensis
MGYG000000580	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000580.xml.gz	1343	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis
MGYG000002302	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002302.xml.gz	1343	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis
MGYG000000582	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000582.xml.gz	1890280	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
MGYG000000591	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000591.xml.gz	626940	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens
MGYG000000611	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000611.xml.gz	2509433	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	Senegalimassilia faecalis
MGYG000000614	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000614.xml.gz	1871022	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella massiliensis
MGYG000000620	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000620.xml.gz	133926	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli
MGYG000000644	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000644.xml.gz	165179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
MGYG000000648	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000648.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000004356	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004356.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000004777	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004777.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000653	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000653.xml.gz	2840716	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Candidatus Caccoplasma	Candidatus Caccoplasma intestinavium
MGYG000000765	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000765.xml.gz	1122971	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas bennonis
MGYG000000772	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000772.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000777	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000777.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000796	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000796.xml.gz	1796652	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Turicimonas	Turicimonas muris
MGYG000000815	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000815.xml.gz	45254	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides
MGYG000000839	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000839.xml.gz	36834	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium celatum
MGYG000000847	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000847.xml.gz	187327	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini
MGYG000000901	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000901.xml.gz	905	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans
MGYG000000915	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000915.xml.gz	1805470	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium nigeriense
MGYG000000964	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000964.xml.gz	667015	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		Phocaeicola	Phocaeicola salanitronis
MGYG000000968	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000968.xml.gz	1502943	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella seminalis
MGYG000000988	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000988.xml.gz	1229621	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes rhamnosivorans
MGYG000001021	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001021.xml.gz	40519	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus callidus
MGYG000001042	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001042.xml.gz	1841864	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Marseilla	Marseilla massiliensis
MGYG000001059	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001059.xml.gz	1122975	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
MGYG000001077	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001077.xml.gz	944562	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus oris
MGYG000001088	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001088.xml.gz	729	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
MGYG000001092	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001092.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000002763	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002763.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001095	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001095.xml.gz	373672	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium gambrini
MGYG000001096	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001096.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001097	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001097.xml.gz	1602169	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pectinovora
MGYG000001100	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001100.xml.gz	1629	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella viridescens
MGYG000001148	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001148.xml.gz	856	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
MGYG000001159	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001159.xml.gz	1437600	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pullorum
MGYG000001164	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001164.xml.gz	1776379	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella lascolaii
MGYG000001176	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001176.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001179	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001179.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001208	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001208.xml.gz	1139219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dispar
MGYG000001209	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001209.xml.gz	596327	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
MGYG000001214	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001214.xml.gz	553184	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella rimae
MGYG000001236	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001236.xml.gz	1907654	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella bouchesdurhonensis
MGYG000001255	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001255.xml.gz	853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG000001258	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001258.xml.gz	43675	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa
MGYG000001263	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001263.xml.gz	47920	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax delafieldii
MGYG000001266	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001266.xml.gz	565	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii
MGYG000001269	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001269.xml.gz	553201	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa
MGYG000001283	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001283.xml.gz	857290	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia wiggsiae
MGYG000001288	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001288.xml.gz	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG000003188	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003188.xml.gz	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG000003902	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003902.xml.gz	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG000001291	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001291.xml.gz	334413	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
MGYG000001292	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001292.xml.gz	1682	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
MGYG000001293	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001293.xml.gz	1423797	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
MGYG000001294	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001294.xml.gz	487175	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis
MGYG000001296	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001296.xml.gz	1254	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici
MGYG000001297	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001297.xml.gz	195	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli
MGYG000001298	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001298.xml.gz	1641	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi
MGYG000001300	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001300.xml.gz	853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG000001301	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001301.xml.gz	33033	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
MGYG000001302.1	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001302.1.xml.gz	28117	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis
MGYG000001303	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001303.xml.gz	29347	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens
MGYG000001305	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001305.xml.gz	214853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis
MGYG000001310	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001310.xml.gz	46228	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris
MGYG000001315	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001315.xml.gz	410072	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus comes
MGYG000001316	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001316.xml.gz	52226	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida
MGYG000001317	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001317.xml.gz	500640	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae
MGYG000001318	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001318.xml.gz	69218	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus
MGYG000001319	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001319.xml.gz	1263062	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus
MGYG000001320	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001320.xml.gz	500633	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptacetobacter	Peptacetobacter hiranonis
MGYG000001322	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001322.xml.gz	411471	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile
MGYG000001326	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001326.xml.gz	457405	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
MGYG000001327	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001327.xml.gz	861	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans
MGYG000001330	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001330.xml.gz	157268	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter winghamensis
MGYG000001331	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001331.xml.gz	847	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes
MGYG000001332	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001332.xml.gz	84026	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		[Clostridium] methylpentosum
MGYG000001335	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001335.xml.gz	227945	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ultunensis
MGYG000001336	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001336.xml.gz	1598	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri
MGYG000001337	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001337.xml.gz	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
MGYG000001339	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001339.xml.gz	592015	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	Acetomicrobium hydrogeniformans
MGYG000001340	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001340.xml.gz	1249	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides
MGYG000001341	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001341.xml.gz	203120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
MGYG000001343	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001343.xml.gz	1217666	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii
MGYG000001344	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001344.xml.gz	575589	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens
MGYG000001345	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001345.xml.gz	371601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
MGYG000001346	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001346.xml.gz	1235787	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
MGYG000001347	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001347.xml.gz	469604	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
MGYG000001348	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001348.xml.gz	123841	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter canadensis
MGYG000001349	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001349.xml.gz	29466	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
MGYG000001350	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001350.xml.gz	469621	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum
MGYG000001351	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001351.xml.gz	636	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda
MGYG000001353	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001353.xml.gz	411903	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000001354	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001354.xml.gz	473819	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium
MGYG000001355	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001355.xml.gz	879306	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
MGYG000001357	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001357.xml.gz	544405	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
