id	lineage	assembly	file	kingdom	phylum	class	order	family	genus	species
MGYG000001105	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003469205	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001105.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001105.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp003469205
MGYG000001109	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900544975	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001109.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001109.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-110	s__CAG-110 sp900544975
MGYG000001115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900544475	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001115.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001115.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp900544475
MGYG000001116	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__UMGS1279 sp900550315	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001116.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001116.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1279	s__UMGS1279 sp900550315
MGYG000001117	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900547415	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001117.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001117.xml.gz	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900547415
MGYG000001120	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp002395695	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001120.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001120.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus_A	s__Butyricicoccus_A sp002395695
MGYG000001122	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900757185	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001122.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001122.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900757185
MGYG000001130	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900757615	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001130.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001130.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900757615
MGYG000001131	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543585	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001131.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001131.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900543585
MGYG000001132	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp002320595	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001132.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001132.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685 sp002320595
MGYG000001136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001136.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001136.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900543625
MGYG000001141	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp000437755	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001141.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001141.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-303	s__CAG-303 sp000437755
MGYG000001146	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900543215	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001146.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001146.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp900543215
MGYG000001148	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001148.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001148.xml.gz	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A varium_A
MGYG000001149	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554355	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001149.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001149.xml.gz	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900554355
MGYG000001151	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001151.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001151.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000433635
MGYG000001152	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900552425	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001152.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001152.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900552425
MGYG000001153	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900546175	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001153.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001153.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427 sp900546175
MGYG000001154	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000431675	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001154.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001154.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427 sp000431675
MGYG000001157	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540775	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001157.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001157.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900540775
MGYG000001158	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759335	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001158.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001158.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900759335
MGYG000001159	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001159.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001159.xml.gz	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pullorum
MGYG000001160	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp000432155	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001160.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001160.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__CAG-274 sp000432155
MGYG000001161	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900548265	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001161.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001161.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900548265
MGYG000001163	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900542265	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001163.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001163.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427 sp900542265
MGYG000001164	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella lascolaii	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001164.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001164.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella lascolaii
MGYG000001165	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900758845	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001165.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001165.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900758845
MGYG000001167	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000434775	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001167.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001167.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427 sp000434775
MGYG000001168	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000436075	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001168.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001168.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427 sp000436075
MGYG000001172	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium sp000235465	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001172.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001172.xml.gz	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium sp000235465
MGYG000001173	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759335	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001173.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001173.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900759335
MGYG000001176	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002391315	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001176.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001176.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp002391315
MGYG000001177	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massilicoli;s__Massilicoli timonensis	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001177.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001177.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Massilicoli	s__Massilicoli timonensis
MGYG000001178	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__Anaerosacchariphilus sp900553635	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001178.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001178.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerosacchariphilus	s__Anaerosacchariphilus sp900553635
MGYG000001179	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759565	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001179.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001179.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900759565
MGYG000001180	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp001701195	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001180.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001180.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculum	s__Muribaculum sp001701195
MGYG000001183	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__UMGS1441;s__UMGS1441 sp900551755	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001183.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001183.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__UMGS1441	s__UMGS1441 sp900551755
MGYG000001186	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900547695	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001186.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001186.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900547695
MGYG000001187	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1472;s__UMGS1472 sp900552095	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001187.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001187.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1472	s__UMGS1472 sp900552095
MGYG000001188	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541745	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001188.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001188.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900541745
MGYG000001191	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp900547295	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001191.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001191.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__UMGS973	s__UMGS973 sp900547295
MGYG000001194	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp003149935	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001194.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001194.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__QAMH01	g__QAMH01	s__QAMH01 sp003149935
MGYG000001199	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900541255	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001199.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001199.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp900541255
MGYG000001200	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549025	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001200.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001200.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900549025
MGYG000001202	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp900539095	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001202.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001202.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D sp900539095
MGYG000001203	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900556415	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001203.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001203.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900556415
MGYG000001204	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__NK3B98 sp900758315	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001204.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001204.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__NK3B98	s__NK3B98 sp900758315
MGYG000001208	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C dispar	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001208.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001208.xml.gz	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C dispar
MGYG000001209	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001209.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001209.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas uenonis_A
MGYG000001211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900548415	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001211.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001211.xml.gz	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas sp900548415
MGYG000001212	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900759575	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001212.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001212.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter sp900759575
MGYG000001213	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900544655	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001213.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001213.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Parolsenella	s__Parolsenella sp900544655
MGYG000001214	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella rimae	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001214.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001214.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella	s__Lancefieldella rimae
MGYG000001215	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759045	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001215.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001215.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900759045
MGYG000001222	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1326;s__UMGS1326 sp900550775	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001222.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001222.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__UMGS1326	s__UMGS1326 sp900550775
MGYG000001223	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900758845	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001223.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001223.xml.gz	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900758845
MGYG000001224	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900547615	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001224.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001224.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900547615
MGYG000001226	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp900757695	/proj/gibbons/2022_UHGG_models/data/raw/MGYG000001226.fna.gz	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000001226.xml.gz	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__HGM13006	s__HGM13006 sp900757695
